2b043efb4bde6d83f7c95a8e8e2d7bf8,7cbc3ce2052ba7c5b501f75af58ab3c4,5ee7de2bd112aa39485e79c9d487bf8f,2fcd8533eba981967292f1b6e41f7433,08ccc34df5d8eb9e9d45278af3dc093d,3129198788f182ce6955b18aa3c7e61e,9276ce38c625b2d00de247f8588f1542,79b9e24dd9af185dbec18c9b0a32b1e2,f86dad4ba35369eb720a0c9ddc45037a,00f4aca773e5675f35263dcd46b15bde,9f3ef12b5b68f92eb9265721ea73bb03,25b7a69d04a5029cf4ba2f483b5bec45,30e680ded3b9be6be0b5baac273f2646,7f2b4b2bde9b866b93fbfe01341213da,075ca0a158690a55b7254d9aaee2e103,cfc53adcc8ed18ca161bb6f8bc02b237,4989239fbeb6eb40fc0b664d9ba92636,9a413c250f82a93d513d4092ba654ee2,8fcc57f6c75cb2ac48d19e3038ad3c6c,96ae6bde39369f75aa975b0f5b74c325,1b02025658c2a23e1fd3ce0a9c3633cb,305ad7d773d6c72be9b1efbf7bf482e0,558113ad4d50130351db8c426230a50f,711ff7681711949f44b07a0d530dc729,cd33a862b81ba7b887845d3510c41c62,a8dc92a9c0434576b47c82c94ab5c446,3f341c57c37d86350af5233b8e15e52e,78d23f235b63b1b7f08eb1b6cfb03f34,df237594dc22b8f7cad2c4b38a23e40c,9fe43145e48a0ef0096bb72531f1a0e3,20be6aa61af15fd53b4c48eb3f2f3319,caead0e04b6de4365822b25dfd55967f,62c763bdf8d351b15df3a4d62a03eba0,d3893e43819a907055a84e48a6ee97ba,c8e64404361f2426490d39459832c66a,282a02a1743eb47c6b340e52ecce40a2,aceab5a3452e2901e645065bda3e8847,812926407774771b3bd9885f7bfa4841,0cace8a29a1d6b225a8da561d35e8f5a,c6e03256680b96b52e3345a497333c2b,26b648475cfd06695a17ac95f4469744,210fe1c0ffefde5bcd03d59b1efa6984,88e89266e58f1f125ebc4e0f66e2c060,a14d9ee17051ec08a4334ba43089502c,385042a6042a0df5ddfec6e17f285ae7,e371cd7cdde3e7ccb9834290fd4a92d0,0a02751cacf5e1cdfcc842a7f220199f,778e0fd8f034b7cfd539b1b523ed4c4a,38ca761a5808eace8bc8f1fcfdb5b5a8,5ab3040d8617bf9f4d4cef4e56dcfd03,1545660e72158c7e90da5ad4c877a124,e06be7a69dbd6d6866a2799cd40c4bfe,0ae0c5a4fb9001d63669a0aa5b592167,8d4b50ec0cf99097e9ab0835937afee5,912ce8c21d8fb8abc491cb205ec23e9f,f70788e8446c1bc42684316de0a6c164,b76fa2f50a42120ec54fa98c29113326,3663000b31a5c80922afc6e48322accb,31bb67fe67e57dbeb8c4819b01892588,017ba03ed108f492c9293c7c95e5cae9,25447f441df2f134223d3e43319c99ad,f0426369f61595aee97055965ee7e6a3,dacb03ea801d459ef08db23a8b1d104f,e38601380bfbab35dd8c5927283533fb,c801a020a6c8bc3c287fea495203b114,3988a60c6e93167763c6fd2a347d5859,ca14adcb9296a7b31d7815c2ed16d0f1,43e492bccfd57029b758897b17d7f04f,eda4aa84aeeb306468396fa82a6bba5a,07e6413459f92b613498a719125b6239,33bcf82677b7fdacf18dd48892596a1d,f7e855b18105170b0718086d3f5b5923,bd8bc25be2b36c64b38459c17e815814,1afa2d7a3d817c3149da432eece66da8,576ebc1333f2c466c2dec98792721e1f,7f1c7da531539f3be4a1e0e916913086,d02fae1e84cfbe799c792ba237f08f66,5952b9f18b73dabb531c60e3ac85d26f,a08e66296d00f480e9ccadd79fa8b904,0d3fcbb89bfb8e821058ba3ea4284de1,5432e4dd44480fadbd66647db1750c80,29e61b1317804fb897e84237613d42bb,94dd280b1562ee7dae44b303b8fed233,6fc528fc3d0fd5a2c50992feb8bf0357,3593875d75d6e836a3ac328c5426c1b5,5a068ba62fe30e435a76e2ec80896ef4,dafc03ea784fee849febca7b64230558,cc30e4eedbcf9c3bc110894d08781246,32585e66749f42e161e94fc49fd64750,7fca438c38e5b7a70e38778ec146cfe0,fb45d41807bcbbbe689de282c1310798,fae08ac5b6d7eeb4f56f1cfac6c51703,bfadd34e71516e95d0ba2a3a8fb2ba03,bd12a2b66110451b050bd5d2943b1854,207b28c3cefc55b143259222cbfd4962,11cc532ecddfb10a47e0a869b4867c1b,303480ca7e8322d771c94caf4ebd4e95,6f7a0e1cf94b6b26eafc08a827a692ce,c5ae0ec49de0959cd14431ce851c14f8,170b13af977e962321c493544b2bd0a9,0336f81b60baac5b8f481dd3c32861a5,adf6dacdd64c93f9de1aa0eadf427faa,37ca184832fc6fa43a22ae900f1756a2,e2deb375e56da2360ecd08fc1179fb7d,73063c6257a4ffc29f5bea7028403a64,556cf803f9de4b2ec688825b5ff7e325,385e2c7010a419a9bd47b9258c9d2903,4fdcf4248a332c1c9a89d37439c879a9,6e5efd19744842d1fa5415173bffbf6b,71ec94c233016219e12d671594dc88e5,0fa8623240b5c14c1308f863a6dc88ab,828e1066a477e98e8d834528df3fc874,5f6861053fb4ed4fc0b997cd6b505ef4,e6d247292b525447a220323901842e4c,fa50d69adc71fe4daf7f9088cd02864a,4d2f74ef97b6d40ebd71f85dcb75c543,c69c5163c9087ffe770743bd4cdafcc9,835ac60ca83af6f334b64b61c4ad345b,1a20649a8c79d6675d934cec271d573f,b68ae7866df5e852c3acb97a46da2faf,ff5170c690129f8c94658e82b6aab05c,7ac7fabd8c078aea420087a0c80e5563,07b476c83150d3cb7e08f5d045e255ab,670a24d73dbadd3073e9604c6ef903d1,396fd56f3fd7b85afbba4254ea6e746c,36dbc206c7d9773bebb03f752070cee9,1153a473e1d5dd21ccd33189d594a4aa,9e6c2e7b0d6f58e449716deb9305525a
SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,SAT,SAT,UNSAT,UNSAT,UNSAT,SAT,UNSAT,TO,TO,TO,SAT,TO,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,UNSAT,SAT,SAT,SAT,SAT,UNSAT,SAT,UNSAT,UNSAT,TO,UNSAT,UNSAT,UNSAT,TO,UNSAT,UNSAT,UNSAT,TO,UNSAT,UNSAT,TO,UNSAT,UNSAT,UNSAT,UNSAT,SAT,SAT,SAT,SAT,SAT,UNSAT,SAT,SAT,UNSAT,SAT,SAT,UNSAT,SAT,UNSAT,SAT,SAT,TO,TO,TO,TO,SAT,TO,UNSAT,TO,UNSAT,UNSAT,TO,UNSAT,TO,SAT,SAT,TO,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,TO,TO,UNSAT,TO,SAT,TO,UNSAT,TO,UNSAT,TO,TO,TO,TO,TO,SAT,TO,SAT,TO,TO,SAT,UNSAT,TO,SAT
