2b043efb4bde6d83f7c95a8e8e2d7bf8,7cbc3ce2052ba7c5b501f75af58ab3c4,5ee7de2bd112aa39485e79c9d487bf8f,2fcd8533eba981967292f1b6e41f7433,08ccc34df5d8eb9e9d45278af3dc093d,3129198788f182ce6955b18aa3c7e61e,9276ce38c625b2d00de247f8588f1542,79b9e24dd9af185dbec18c9b0a32b1e2,f86dad4ba35369eb720a0c9ddc45037a,00f4aca773e5675f35263dcd46b15bde,9f3ef12b5b68f92eb9265721ea73bb03,25b7a69d04a5029cf4ba2f483b5bec45,30e680ded3b9be6be0b5baac273f2646,7f2b4b2bde9b866b93fbfe01341213da,075ca0a158690a55b7254d9aaee2e103,cfc53adcc8ed18ca161bb6f8bc02b237,4989239fbeb6eb40fc0b664d9ba92636,9a413c250f82a93d513d4092ba654ee2,8fcc57f6c75cb2ac48d19e3038ad3c6c,96ae6bde39369f75aa975b0f5b74c325,1b02025658c2a23e1fd3ce0a9c3633cb,305ad7d773d6c72be9b1efbf7bf482e0,558113ad4d50130351db8c426230a50f,711ff7681711949f44b07a0d530dc729,cd33a862b81ba7b887845d3510c41c62,a8dc92a9c0434576b47c82c94ab5c446,3f341c57c37d86350af5233b8e15e52e,78d23f235b63b1b7f08eb1b6cfb03f34,df237594dc22b8f7cad2c4b38a23e40c,9fe43145e48a0ef0096bb72531f1a0e3,20be6aa61af15fd53b4c48eb3f2f3319,caead0e04b6de4365822b25dfd55967f,62c763bdf8d351b15df3a4d62a03eba0,d3893e43819a907055a84e48a6ee97ba,c8e64404361f2426490d39459832c66a,282a02a1743eb47c6b340e52ecce40a2,aceab5a3452e2901e645065bda3e8847,812926407774771b3bd9885f7bfa4841,0cace8a29a1d6b225a8da561d35e8f5a,c6e03256680b96b52e3345a497333c2b,26b648475cfd06695a17ac95f4469744,210fe1c0ffefde5bcd03d59b1efa6984,88e89266e58f1f125ebc4e0f66e2c060,a14d9ee17051ec08a4334ba43089502c,385042a6042a0df5ddfec6e17f285ae7,e371cd7cdde3e7ccb9834290fd4a92d0,0a02751cacf5e1cdfcc842a7f220199f,778e0fd8f034b7cfd539b1b523ed4c4a,38ca761a5808eace8bc8f1fcfdb5b5a8,5ab3040d8617bf9f4d4cef4e56dcfd03,1545660e72158c7e90da5ad4c877a124,e06be7a69dbd6d6866a2799cd40c4bfe,0ae0c5a4fb9001d63669a0aa5b592167,8d4b50ec0cf99097e9ab0835937afee5,912ce8c21d8fb8abc491cb205ec23e9f,f70788e8446c1bc42684316de0a6c164,b76fa2f50a42120ec54fa98c29113326,3663000b31a5c80922afc6e48322accb,31bb67fe67e57dbeb8c4819b01892588,017ba03ed108f492c9293c7c95e5cae9,25447f441df2f134223d3e43319c99ad,f0426369f61595aee97055965ee7e6a3,dacb03ea801d459ef08db23a8b1d104f,e38601380bfbab35dd8c5927283533fb
SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,SAT,SAT,UNSAT,UNSAT,UNSAT,SAT,UNSAT,TO,TO,TO,SAT,TO,SAT,SAT,SAT,SAT,SAT,SAT,SAT,SAT,UNSAT,SAT,SAT,SAT,SAT,UNSAT,SAT,UNSAT,UNSAT,TO,UNSAT,UNSAT,UNSAT,TO,UNSAT,UNSAT,UNSAT,TO,UNSAT,UNSAT,TO,UNSAT,UNSAT,UNSAT,UNSAT
