Score,8d458780fb74c28c01a5fe89990ad521,d7f381cd99ca40ba3324c8cc03a54269,112b0ac22b2a567cd3badfed3a5497fd,a6d7268b35eec18656a85ad91b0413e9,ec84eecb124c63d4757e083dd0e5a9ff,578b5e6a2f0b295168cb6c5420810a72,644fd765d26bd4a380922ccd0f594c58,2dd4b14a8a820e7baa073554ae2c6cb0,6aacae96461cb65176942b6dc88ea470,ff867fd35aa52058382a8b0c21cd1f38,fa5c6d6736a42650656c5bc018413254,b3840e295097a13e6697fff6be813eeb,23c4e178c94c0dff82ea6c87abed7ecc,8704094951693f99fd21403a039c8131,2c3c28f6d939d157e909c57a265fc908,99d134de6323a845a2828596a48bbb1d,fe8b1ef742724947620a419d0180a640,87ec32f70c5e3a279e636f7f62e70a19,1156429862d3c03160406d6d1a786f11,03e9d1abe418a1727bbf2ead77d69d02,964162c1faee2c1e3a4dfa4f9c75c34f,54ab5a53d2fdfcda16ec74768b29f901,41457ee03686b32962c12445524f62a9,eaf2f0803dd2045f1b189ee834ef0c8f,751afd7ddf8f242ed7bd93517ba82149,189e5991b041a89700513106988e720d,d17aa530bbd09452b0f32daf4ab9c8f0,fb5d0254bc4b8d258eb84ea1dbcdda13,cd86fbfd8b7e0d66ec5fe8fe85c014d3
74001.47145557404,17.293234825134277,53.160576581954956,53.131438970565796,292.09382486343384,73.799733877182,1341.6607327461243,685.5957503318787,3600,3600,3600,3600,3600,3600,762.4435970783234,3600,3600,3600,3600,3600,3600,3600,3600,1306.6745963096619,3600,3600,3600,1015.6179699897766,3600,3600
75611.94927406311,26.358267545700073,208.01817417144775,24.353122234344482,603.937691450119,134.93461799621582,3600,486.50128960609436,3600,3600,3600,3600,3600,3600,387.66741824150085,3600,3600,3600,3600,3600,3600,3600,3600,917.4184124469757,3600,3600,3600,822.7602803707123,3600,3600
75736.13752245903,31.84551167488098,46.289536476135254,37.974631547927856,229.02438187599182,170.78409719467163,613.0401575565338,866.1687891483307,3600,3600,3600,3600,3600,3600,585.8997995853424,3600,3600,3600,3600,3600,3600,3600,3600,1155.1106173992157,3600,3600,3600,3600,3600,3600
82700.67070531845,408.94969511032104,1359.880318403244,172.93174004554749,134.1677532196045,92.91137433052063,902.4818518161774,3600,3600,3600,3600,3600,3600,3600,429.3479723930359,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
70544.69233775139,38.45523524284363,37.12908148765564,69.31992626190186,399.92140102386475,72.51698851585388,976.0069003105164,1228.132473707199,3600,3600,3600,3600,3600,3600,411.1487340927124,3600,3600,1021.0580885410309,3600,3600,3600,3600,3600,805.8099958896637,3600,3600,3600,685.1935126781464,3600,3600
88629.17731952667,199.61262965202332,3600,209.2448422908783,152.7204008102417,1279.1181643009186,388.4812824726105,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
81169.18989348412,42.62497520446777,146.91277241706848,30.923099040985107,3600,264.6437201499939,3600,389.8452091217041,3600,3600,3600,3600,3600,3600,115.39061522483826,3600,3600,3600,3600,3600,3600,3600,3600,978.849502325058,3600,3600,3600,3600,3600,3600
83142.6572508812,1233.3884091377258,1040.9415612220764,413.4645776748657,107.10224771499634,140.8795666694641,444.85107254981995,3600,3600,3600,3600,3600,3600,3600,562.0298159122467,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
81893.27392554283,46.0993332862854,356.39753460884094,71.68766117095947,261.04513454437256,199.38261532783508,1196.4158923625946,3600,3600,3600,3600,3600,3600,3600,562.2457542419434,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
60403.15439295769,9.489001512527466,15.735865831375122,9.092252254486084,184.8938765525818,297.3509557247162,516.0763354301453,119.11356735229492,3600,402.81965732574463,590.7938158512115,3600,3600,3600,57.71027445793152,3600,3600,83.59250259399414,3600,3600,3600,3600,3600,61.23253679275513,3600,455.2537512779236,3600,3600,3600,3600
80137.95048999786,65.43557119369507,147.6781816482544,103.75667595863342,362.35357427597046,458.35984539985657,1314.3114440441132,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1159.6867814064026,3600,3600,3600,3600,3600,926.3684160709381,3600,3600,3600,3600,3600,3600
60438.98177051544,10.622247219085693,15.040241718292236,12.39278507232666,189.81277775764465,223.10910844802856,511.30811500549316,177.79720306396484,3600,560.0207126140594,504.2983202934265,3600,3600,3600,65.16954636573792,3600,3600,78.01341938972473,3600,3600,3600,3600,3600,100.90923810005188,3600,390.4880554676056,3600,3600,3600,3600
59856.21119308472,10.357010841369629,13.812226057052612,14.265308618545532,181.81782484054565,143.47438788414001,507.1818733215332,166.95286226272583,3600,305.55750036239624,427.5952560901642,3600,3600,3600,51.8762309551239,3600,3600,72.71127533912659,3600,3600,3600,3600,3600,64.7176616191864,3600,295.891774892807,3600,3600,3600,3600
59973.36774516106,10.357311487197876,16.1593599319458,9.878457307815552,153.41265869140625,269.2963843345642,434.9158115386963,203.22994685173035,3600,317.94343614578247,431.61836528778076,3600,3600,3600,57.946852922439575,3600,3600,73.9889988899231,3600,3600,3600,3600,3600,57.52196550369263,3600,337.09819626808167,3600,3600,3600,3600
60189.167847156525,11.318412780761719,14.883683443069458,10.080919027328491,178.33616399765015,187.6168177127838,415.8829188346863,124.87854647636414,3600,438.49127888679504,407.1718080043793,3600,3600,3600,67.84778594970703,3600,3600,108.64120411872864,3600,3600,3600,3600,3600,71.54561281204224,3600,552.4726951122284,3600,3600,3600,3600
68671.0183429718,12.369059324264526,30.700255870819092,37.85348153114319,244.49102330207825,130.69583702087402,795.7611527442932,491.2684681415558,3600,3600,3600,3600,3600,3600,249.3513581752777,3600,3600,315.22864508628845,3600,3600,3600,3600,3600,204.23370385169983,3600,1359.0653579235077,3600,3600,3600,3600
104400,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
65728.2044866085,11.044203996658325,33.94796180725098,24.146531343460083,181.89962697029114,159.94438409805298,550.4205334186554,375.4143750667572,3600,3600,3600,3600,3600,3600,139.22510433197021,1160.1447870731354,3600,257.8133313655853,3600,3600,3600,3600,3600,267.9941027164459,3600,1366.2095444202423,3600,3600,3600,3600
97787.35081100464,3600,3600,3600,152.0293800830841,3600,435.32143092155457,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
66360.31091737747,13.446624517440796,24.193119764328003,26.15794086456299,207.73989129066467,139.54403018951416,548.286046743393,528.1407186985016,3600,3600,1742.5929760932922,3600,3600,3600,301.8156430721283,3600,3600,233.5966444015503,3600,3600,3600,3600,3600,286.16464948654175,3600,1108.6326322555542,3600,3600,3600,3600
68778.6954331398,13.44035291671753,24.21967625617981,26.157280683517456,199.68029356002808,138.91080498695374,532.4752266407013,579.7013773918152,3600,3600,3600,3600,3600,3600,300.79319620132446,3600,3600,256.3426835536957,3600,3600,3600,3600,3600,298.98757338523865,3600,1607.9869675636292,3600,3600,3600,3600
67869.33963012695,11.571678161621094,23.33633542060852,29.61609196662903,148.78074550628662,166.39364314079285,399.06956911087036,454.7310428619385,3600,3600,1026.9331166744232,3600,3600,3600,183.80171394348145,3600,3600,364.38500809669495,3600,3600,3600,3600,3600,260.72068524360657,3600,3600,3600,3600,3600,3600
65715.5252418518,11.068684101104736,33.93860340118408,24.07410717010498,181.7569670677185,159.9350254535675,543.9534661769867,375.6436553001404,3600,3600,3600,3600,3600,3600,140.22875380516052,1158.3132333755493,3600,255.00308847427368,3600,3600,3600,3600,3600,269.11203122138977,3600,1362.4976263046265,3600,3600,3600,3600
63378.01052284241,11.009304523468018,33.88815236091614,24.10972547531128,197.7475607395172,160.25855660438538,526.0848300457001,396.1398329734802,3600,3600,1472.345882177353,3600,3600,3600,139.02277779579163,1165.5756032466888,3600,233.3170518875122,3600,3600,3600,3600,3600,266.76930499076843,3600,1151.741940021515,3600,3600,3600,3600
57478.12174797058,13.258650541305542,21.70738983154297,18.490697622299194,197.9421706199646,142.11786723136902,417.36293172836304,96.43797063827515,3600,562.252916097641,790.1811063289642,3600,3600,3600,74.89420318603516,3600,3600,119.59994602203369,3600,3600,3600,3600,3600,56.19902801513672,3600,350.71995544433594,3600,616.9569146633148,3600,3600
57554.69401693344,13.928155899047852,20.105318546295166,11.937870740890503,217.43652844429016,216.94669604301453,452.7765417098999,93.50211596488953,3600,508.76057982444763,669.8734359741211,3600,3600,3600,44.02609205245972,3600,3600,134.87109804153442,3600,3600,3600,3600,3600,70.63180947303772,3600,500.80137300491333,3600,599.0964012145996,3600,3600
77178.03070950508,129.14221739768982,90.14484071731567,34.787140130996704,573.3902461528778,83.30706691741943,1354.3920435905457,1049.0363562107086,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1413.4158935546875,3600,3600,3600,450.41490483283997,3600,3600
60251.94166827202,10.316397905349731,13.596028566360474,12.662022590637207,169.3517553806305,445.4492025375366,472.34733176231384,96.47444486618042,3600,400.47616314888,466.77439546585083,3600,3600,3600,85.00819945335388,3600,3600,140.05281710624695,3600,3600,3600,3600,3600,86.54545068740845,3600,252.88745880126953,3600,3600,3600,3600
58270.67306852341,12.512203931808472,25.551223039627075,14.097366333007812,220.88008093833923,137.0941333770752,499.3012478351593,117.67842268943787,3600,872.9551024436951,874.640157699585,3600,3600,3600,70.29804611206055,3600,3600,196.4996976852417,3600,3600,3600,3600,3600,75.0154972076416,3600,473.12832403182983,3600,681.0215651988983,3600,3600
61965.326944589615,15.364182710647583,21.11932635307312,13.031410217285156,152.6985685825348,94.4378571510315,449.48620676994324,107.55419301986694,3600,1084.8727715015411,1408.473754644394,3600,3600,3600,56.677565813064575,3600,3600,192.1907820701599,3600,3600,3600,3600,3600,71.6075325012207,3600,697.8127932548523,3600,3600,3600,3600
70088.37403726578,41.15733599662781,242.14781832695007,122.2340190410614,406.0776846408844,444.34954476356506,855.4187066555023,729.2754535675049,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,546.7987306118011,3600.0,3600.0,766.3193786144257,3600.0,3600.0,3600.0,3600.0,3600.0,280.2480731010437,3600.0,3600.0,3600.0,854.3472919464111,3600.0,3600.0
