Score,f296fe701a562022c0de0cf565fbca7d,475803537529d9d14a034957f48a6d38,19e2c3a0865c8c1b4543d11213bebe5f,c3e53c353f30d9e2eb54ed93d6ce4f02,57f4ea7ab160d996e38e69fac59869c4,edceb8782e72e290fa54757dbfdd0173,8b18bb75459a4161633ba2a3c8ee183e,eddd68e14d69cce7190b99f4e7abdafb,9d9c4fa425282759eb9e98b82fb5f56e,bbfed8974655bca520259deb10d2347b,14e4cfcf0d83b2185fad41684d00d4dc,a45a0358685867bd4f1c7f7c0b0e379c,ded23680dfeab2879c05bc0e4de21126,915a25bd189357e4c6d7771b69a6849f,3a75ad246dbc750a7391ad887c5b0835,e08f11f0a3bd266ee5c78ce332de107f,f376d4c191518ed704326960b6b19a4b,c6568fc8805127e876c4c23551bf49fa,b44ea915362c3a140269003d45b1d053,f45e5faf1bcccbdd3065dd6367c3bd16,697c96ac45534726c7dbd96faa11a86a,5865fb9a6575d2ae6542c36ab96646a9,af05a6b68a1cff165b684d9ff0ae3b3b,c0e6e6eeebd48ca600cfc7d662fa804c,54c2da6d387a6f5ad6e014ae4d4decfc,0265448c232e3a25aa5bcd29b1b14567,aa9b67fd19d54ad51b93ee4ba5dc75fc,195852083a05edee1902233698eec14a,5e1c11b77cdf3717b81b957120f0f477,df1bd67978b9b0ec1d326ba174bc273c,09b61bbf19748094a7d896aac314ab36,1507d9812624b3e0eaf15e40100be020
30356.5491938591,48.57244396209717,217.77595710754395,135.31888937950134,85.99531292915344,98.95467972755432,169.9988248348236,289.60843324661255,131.64803671836853,502.0920991897583,104.02182936668396,1199.0765302181244,111.54516625404358,143.62364673614502,172.98920917510986,139.9217767715454,560.7940487861633,799.6137974262238,508.262588262558,286.75741314888,299.89336347579956,1714.7321259975433,3600,3600,641.8397648334503,128.15383863449097,433.9674370288849,536.5844469070435,3600,1785.4695627689362,3600,1109.3379709720612,3600
5887.185806274414,18.78247880935669,40.435359477996826,38.95684480667114,30.206665992736816,38.0353102684021,38.16205191612244,202.97418856620789,31.428058862686157,501.55637311935425,19.729631900787354,97.91636991500854,36.715179443359375,41.52842092514038,53.672382831573486,24.58935785293579,166.56625533103943,176.41708135604858,98.56478953361511,185.80970311164856,85.46980404853821,467.0759801864624,495.1033101081848,733.7754883766174,104.20147347450256,30.05540943145752,160.28676676750183,174.87029314041138,164.95233869552612,67.63369965553284,652.9652001857758,522.2093513011932,386.54018688201904
98382.57660150528,203.32627034187317,791.9096558094025,1349.2659747600555,1195.7664024829865,3600,3600,3600,3600,3600,3600,3600,3600,1175.1231362819672,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,67.18516182899475,3600,3600,3600,3600,3600,3600,3600
59994.126358270645,254.88894963264465,604.4981846809387,562.3062853813171,676.9548010826111,623.8332924842834,813.1490728855133,70.44691586494446,435.80273628234863,444.8530342578888,35.33715009689331,3600,68.10830879211426,815.1951458454132,1445.1295533180237,1284.5301411151886,3600,3600,3600,360.1193251609802,3600,3600,65.75091862678528,935.8664312362671,3600,3600,3600,3600,97.35611152648926,3600,3600,3600,3600
115200,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
103280.74718976021,1145.5284113883972,3600,3600,3600,3600,3600,3600,306.5902898311615,3600,87.25564908981323,3600,941.3728394508362,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
43341.15289521217,103.08629298210144,185.08593082427979,150.78982424736023,177.94082975387573,140.46434378623962,221.00406503677368,243.75429010391235,190.40764665603638,3600,183.2182478904724,547.2146127223969,206.09657549858093,222.26454949378967,315.8089973926544,262.74483466148376,639.5046858787537,621.8293480873108,484.6470572948456,760.7507915496826,469.5945107936859,1638.1066768169403,3600,3600,1213.340359210968,1110.407871723175,853.0905528068542,3600,3600,3600,3600,3600,3600
105565.37442350388,897.4876747131348,3600,3600,3600,3600,3600,3600,3600,3600,83.82910704612732,3600,184.05764174461365,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
67958.08001112938,251.9869887828827,651.5521190166473,675.3912489414215,850.5635201931,561.8561291694641,1198.0096671581268,1345.4564497470856,108.64718651771545,3600,255.28741455078125,3600,133.3075726032257,1045.9349431991577,1634.4299120903015,42.85387659072876,3600,3600,3600,3600,3600,3600,3600,362.59301018714905,3600,688.7526800632477,3600,3600,3600,3600,3600,3600,551.4572923183441
103281.5687456131,1144.7135577201843,3600,3600,3600,3600,3600,3600,305.4203016757965,3600,86.7540385723114,3600,944.6808476448059,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
6468.596473932266,16.840924501419067,34.23300123214722,26.643980026245117,28.283189058303833,28.014162302017212,29.210712909698486,224.37004208564758,19.278839111328125,1158.568603515625,16.090416431427002,93.90432620048523,28.347700834274292,41.73139190673828,68.3140959739685,87.07529973983765,84.87394571304321,101.88492894172668,81.35495018959045,166.13976645469666,81.27598571777344,70.48746299743652,180.92893409729004,315.3007912635803,128.2826144695282,19.796297788619995,173.07021689414978,175.75512599945068,13.76658844947815,67.99272060394287,1236.454520225525,1637.9243466854095,32.40059161186218
10958.07313156128,20.05605697631836,64.32973766326904,45.10490584373474,29.90595531463623,36.68108773231506,47.07441854476929,193.69313740730286,27.863343715667725,43.3334276676178,34.520625591278076,136.35424828529358,44.73309683799744,52.43846583366394,85.67850518226624,85.75411224365234,167.9819552898407,211.49948740005493,167.82614254951477,43.40496516227722,150.77903723716736,953.3351519107819,637.7460236549377,675.2329232692719,198.5068874359131,51.411011695861816,246.1870448589325,492.8811676502228,16.15488624572754,274.05038833618164,1337.9906508922577,3600,785.5642831325531
16332.048666477203,25.14703893661499,64.23294878005981,44.58605623245239,52.124807834625244,52.94343709945679,56.201167345047,728.6578526496887,44.421813011169434,3600,60.3023784160614,756.5319375991821,33.686970949172974,58.373143434524536,89.12862753868103,294.331937789917,258.6130986213684,253.33826994895935,170.16104125976562,60.628657579422,171.2410671710968,729.5935807228088,84.05844521522522,3600,336.4101810455322,60.22328567504883,474.8504500389099,472.3148150444031,446.7594702243805,417.21112060546875,971.3536360263824,994.116162776947,870.5052669048309
10969.83316397667,19.843672275543213,64.26585555076599,45.24554800987244,29.751989364624023,36.7828893661499,47.07166814804077,193.82397055625916,28.025826454162598,43.421793937683105,34.408223152160645,135.04171133041382,44.84304475784302,52.48903036117554,85.90237951278687,85.55634760856628,168.07561993598938,211.61403059959412,167.8149082660675,43.38169884681702,147.10477089881897,960.7830555438995,637.8016934394836,674.6592082977295,197.80337047576904,51.2533118724823,245.77469611167908,492.4424250125885,16.093133449554443,277.7024116516113,1344.6571397781372,3600,786.3977394104004
18694.391856193542,21.871222734451294,65.26736879348755,51.399588108062744,48.36771893501282,39.84657335281372,45.96454215049744,1678.3351118564606,181.17413330078125,174.4359645843506,61.01197934150696,3600,73.47150254249573,95.84418296813965,123.20958471298218,693.7801764011383,185.3235228061676,163.28339338302612,179.18718218803406,707.8307249546051,332.5150570869446,43.83333945274353,140.62444853782654,3600,345.97031474113464,66.21630597114563,378.23048543930054,491.95273303985596,122.26676845550537,377.70598244667053,3600,727.82000041008,277.65194749832153
4626.583281993866,16.43878960609436,29.623907804489136,28.278153896331787,30.97229266166687,32.89641785621643,31.4663507938385,61.07974362373352,23.99202251434326,31.801214694976807,24.98463797569275,383.7498998641968,10.950052499771118,39.0223593711853,52.25979208946228,69.9121572971344,90.71092009544373,109.80027413368225,101.54983425140381,38.55015707015991,89.20658421516418,54.12354326248169,306.50874733924866,1250.7254934310913,137.7070770263672,61.01407337188721,154.95112466812134,190.4454607963562,72.00683236122131,143.7784662246704,36.77515268325806,884.8530650138855,36.44868350028992
6156.82333779335,23.828835487365723,40.70546555519104,38.53457450866699,38.67249393463135,36.059895515441895,47.14757776260376,231.60849118232727,36.3638072013855,302.6568276882172,40.30395460128784,394.01362657547,59.1536238193512,51.96579122543335,58.16146183013916,53.43292784690857,167.38222122192383,145.0421965122223,136.65695095062256,20.813573360443115,167.2024176120758,579.2051174640656,316.5842876434326,934.2043089866638,189.71112871170044,202.3040931224823,261.4427890777588,311.68285489082336,80.6531240940094,233.60713458061215,486.39352440834045,443.1322934627533,28.195966958999637
