Score,3ed56242f55e3653dbceeb4a70221787,e067414e153ee98a7842bd6d6dafeee5,5e5fe73a2e0ffc8e19873298566919fb,71a3dd6156463c0c55c4b38394faa753,e99e266b422513a2898c13898a1de501,c9f511adbb3d6e1b37b410f972f270c6,7429e380834066c206394139c9e1e17d,0bad2ce307bf5b68db26fa34e252c9d4,16c27d738cb45b766b8823ca4f428cf0,82d9e8d2cfea101dfe52c8359b7bb163,1a1c9d1dc1ae7fcff92e3c3499864b75,f16b7329ef5728f722c291156b3b098e,94571e8a1081385029d1ecd53ffcdf8e,170a7d847694ee4cfa5c421757672882,be18894105e006399cc018abc14b204f,695e287a447fcdd924985a6e73057a38,38833d6a1ff6a56ef22bd2dc1e3fdde7,1b0f4ff7984b8d4cf2873200fb1680fb,14ea5857d75ae2b235a3ba97373ea732
40794.83382987976,510.9274842739105,3600,94.35520315170288,653.606071472168,211.4036626815796,647.6613953113556,823.006462097168,3600,1678.059283733368,1236.507508277893,893.4381213188171,3600,1645.868637561798,3600,3600,3600,3600,3600,3600
25668.630872249603,613.4123096466064,1060.235330581665,3600,387.78379368782043,987.2326283454895,307.1939489841461,513.7163107395172,508.30927538871765,3600,475.3033323287964,347.33797669410706,724.5957250595093,908.2442548274994,830.0676848888397,327.796204328537,3600,3600,1799.1908752918243,1478.2112214565277
13684.34142279625,128.12397861480713,365.711843252182,83.69083166122437,121.7801444530487,62.7053542137146,150.5388696193695,209.47233986854553,26.889092922210693,460.4594655036926,311.753543138504,350.3363149166107,512.2007706165314,536.5669889450073,560.7401328086853,147.84935355186462,3600,3600,987.0936090946198,1468.428789615631
20829.388941287994,135.70169711112976,343.68186712265015,522.9990198612213,269.58001255989075,230.89804244041443,221.89473152160645,364.8830478191376,349.14879536628723,3600,414.72910499572754,389.6805646419525,680.5982818603516,869.8686912059784,887.0945355892181,1448.3529677391052,3600,3600,1387.438843011856,1512.8387384414673
13690.503825426102,127.82807683944702,365.6134707927704,83.96699595451355,122.42138767242432,62.84957218170166,149.4145209789276,208.483580827713,26.830689668655396,459.9562404155731,312.0019690990448,349.510684967041,513.9086592197418,535.2360503673553,556.8321666717529,149.869323015213,3600,3600,981.5281934738159,1484.2522432804108
15078.240001678467,822.6067526340485,423.3007891178131,633.6593835353851,85.8725893497467,69.35108351707458,160.00234603881836,185.9325888156891,226.7250781059265,269.6078269481659,313.84964537620544,344.2050919532776,504.59231090545654,574.7483239173889,632.4290683269501,487.2414798736572,3600,3600,925.2188489437103,1218.8967943191528
14380.858733654022,183.00582075119019,354.6501204967499,338.5231490135193,141.75248908996582,33.452688694000244,158.21854162216187,203.98149275779724,687.1591663360596,97.71803116798401,293.1849699020386,368.63192534446716,528.3687868118286,578.7514843940735,585.1074368953705,423.27365469932556,3600,3600,977.4182894229889,1227.6606862545013
23852.894603967667,112.72844052314758,452.51567935943604,411.71053767204285,941.2714290618896,87.59680652618408,454.7835862636566,317.35394954681396,600.4913516044617,687.6870892047882,618.518322467804,496.0964698791504,1022.4571905136108,1237.045508146286,1104.3028800487518,908.335363149643,3600,3600,3600,3600
14393.608116388321,182.76911449432373,353.6777091026306,338.3027837276459,142.24822807312012,34.58138871192932,158.82667422294617,203.75227689743042,694.4624018669128,97.43800115585327,301.6490888595581,364.9160828590393,523.7392654418945,577.1958930492401,582.83549284935,422.54553174972534,3600,3600,974.0544846057892,1240.613698720932
23858.714091300964,112.58023810386658,449.2278859615326,411.1189613342285,934.047012090683,87.50944948196411,456.91150665283203,315.76383233070374,598.5013506412506,687.0727586746216,621.2568118572235,494.1643829345703,1026.4533479213715,1249.095950126648,1108.1109857559204,906.899617433548,3600,3600,3600,3600
23838.05117702484,112.21330332756042,455.7900733947754,410.4512038230896,944.0293664932251,87.50801706314087,457.931054353714,313.56618070602417,598.2926306724548,686.9629678726196,618.0260531902313,499.46465706825256,1027.5362095832825,1225.2627503871918,1097.4116134643555,903.6050956249237,3600,3600,3600,3600
68400,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
25072.101403474808,478.0862822532654,124.02748918533325,11.539290428161621,219.37390804290771,3600,223.90305256843567,87.9339165687561,836.3162808418274,3600,485.8089244365692,606.8882033824921,827.7642819881439,648.8528835773468,724.1916787624359,363.22596311569214,3600,3600,1434.1892483234406,3600
54868.11279845238,374.7944338321686,3600,3600,3600,313.14554381370544,1396.9189493656158,1366.632743358612,3600,1016.6211280822754,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
17725.739909887314,257.59662652015686,143.52691745758057,1017.5280466079712,67.02369976043701,76.43816328048706,239.80378007888794,99.0755660533905,201.41482710838318,1062.8764243125916,467.31739258766174,514.2744278907776,675.6009888648987,736.5614161491394,699.6007101535797,1251.746166229248,3600,3600,1637.5497210025787,1377.805035829544
21414.779275894165,19.584981679916382,349.90571904182434,3600,119.05585956573486,134.05550408363342,168.52144980430603,344.0455219745636,1385.404623746872,1630.540755033493,395.1084682941437,409.07631158828735,645.1171450614929,729.6036925315857,836.7021434307098,356.52302265167236,3600,3600,1383.3944034576416,1708.139673948288
14831.446822881699,182.2894206047058,181.41387009620667,487.50172233581543,276.56416177749634,9.778985738754272,156.34068250656128,114.86263132095337,762.2072062492371,15.238281726837158,350.68140387535095,434.05630254745483,630.9095773696899,654.4085004329681,698.2531912326813,166.57177257537842,3600,3600,1199.5045990943909,1310.8645133972168
21272.39637684822,4.047545909881592,555.3124666213989,325.74443101882935,8.842008113861084,1.7887823581695557,250.7699854373932,112.57437658309937,1490.216281414032,1386.4280710220337,405.41966009140015,424.8858160972595,706.8123872280121,830.5983245372772,654.0310842990875,3600,3600,3600,1713.1189622879028,1601.8061938285828
14374.875784397125,182.48623156547546,355.8111252784729,338.22528886795044,143.05285716056824,33.36902070045471,158.78792190551758,201.5388195514679,685.1905741691589,97.54491233825684,292.3168001174927,368.02567076683044,524.6538968086243,585.7880418300629,583.8295230865479,423.57193183898926,3600,3600,968.198390007019,1232.4847784042358
26117.987721443176,160.93524289131165,427.9335262775421,3600,303.20907521247864,124.84615015983582,179.59113121032715,100.02010464668274,947.6142859458923,715.9588370323181,487.5797131061554,471.6402473449707,983.7749757766724,884.3254778385162,1142.9755506515503,1187.5834033489227,3600,3600,3600,3600
25708.802931070328,21.356351137161255,222.94770431518555,790.6269319057465,134.41606307029724,60.49912095069885,250.80196499824524,20.239534854888916,3600,542.1294984817505,580.116295337677,511.55523467063904,748.3570864200592,914.8745121955872,1135.8241875171661,1775.0584452152252,3600,3600,3600,3600
28982.234209537506,6.1902642250061035,575.1309382915497,3600,39.84659218788147,73.04230260848999,228.82727479934692,359.7434837818146,1337.0511057376862,3600,473.8076710700989,411.7562849521637,637.0909926891327,671.5546779632568,909.6968975067139,3600,3600,3600,3600,1658.4957237243652
22222.237905025482,77.00211477279663,147.9204432964325,875.8500792980194,279.23387575149536,143.3614444732666,210.71251440048218,115.02527260780334,321.55902123451233,130.3955307006836,541.1441197395325,418.5672650337219,1049.739450931549,851.5443544387817,1090.8569993972778,1569.3254189491272,3600,3600,3600,3600
26137.969299793243,159.54417490959167,431.2148184776306,3600,304.3576560020447,125.08695316314697,179.43590331077576,98.65839719772339,950.3109848499298,720.5131592750549,491.54991483688354,471.48241925239563,983.6896257400513,890.9656732082367,1140.8620257377625,1190.297593832016,3600,3600,3600,3600
25589.495012760162,97.14668726921082,518.4160788059235,3600,26.627578020095825,14.891763687133789,196.73192524909973,9.998061895370483,956.4912099838257,172.70916056632996,481.68453788757324,570.8458886146545,980.9503688812256,844.3736221790314,925.332197189331,3600,3600,3600,1793.2959325313568,3600
24212.561584949493,34.69830870628357,517.8587017059326,3600.0,349.6340086460113,175.5410966873169,298.08219289779663,5.414937973022461,1230.0210111141205,154.73983120918274,393.50187611579895,427.02374958992,765.8391783237457,864.3394057750702,803.7496314048767,192.11765480041504,3600.0,3600.0,3600.0,3600.0
