Score,82fe0a5b2467d6e5299c315da8b16ec5,c9f7ca549a6773bea4628e2c66f597c6,8ade10da9731ce31d103c1687ff40a3d,fab0db1ab0dd5baa3215aab51ab69355,c115ebeec47bb82fa7f9850a632ec94a,41c39c9a2d75ca50b603ea7c3d86106a,18babbd2835b8a37c6299f8b0301c7c9,1d1af993697599892804df5878d58979,96e01064ac3b644143278c21859e201f,d8fa4265b93d0931ba6484e3cc0d7ab1,f08b3567642ea029452fff2c1d10c132,19c6a29181bee2f3aa03bfb5c5d693d0
10837.054831981659,0.4361293315887451,0.3975555896759033,0.491208553314209,0.4568166732788086,0.45853352546691895,0.6139171123504639,0.6444382667541504,0.7379519939422607,32.818280935287476,3600,3600,3600
43200,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
43200,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
14406.585708618164,0.7142641544342041,0.5293543338775635,0.6100728511810303,0.722132682800293,1.2259314060211182,0.8921120166778564,0.8290634155273438,1.0627777576446533,3600,3600,3600,3600
10907.098681926727,5.315067529678345,0.8378360271453857,8.508656024932861,13.143574237823486,8.605305194854736,0.9139034748077393,7.485835075378418,0.9586641788482666,61.32984018325806,3600,3600,3600
10963.900276899338,8.792439699172974,7.068532466888428,1.1259584426879883,120.63343691825867,0.9376194477081299,7.224361896514893,9.998539447784424,0.8221893310546875,7.297199249267578,3600,3600,3600
43200,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
43200,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
14406.556520700455,0.6814899444580078,0.5148022174835205,0.6503129005432129,0.7135424613952637,1.1350972652435303,0.9464483261108398,0.8254733085632324,1.0893542766571045,3600,3600,3600,3600
14196.13819360733,1453.051204919815,39.76227879524231,322.8340609073639,2.7376089096069336,49.32322454452515,3600,136.10441756248474,3.111424207687378,303.7226068973541,3600,1085.4913668632507,3600
