Score,1009c791cee542cdf19651fe25e6881a,e6cdc2687fa53506021f05b60ad0c6a2,f054205a7cef98e5021016f864c69816,a38affaa741c958fc32769d5fe89b06c,2d0c041c0fe72dc32527bfbf34f63e61,3bf8ba6bb4e4ea9ad08b1b058661ba2e,0876c518e5653369e20fb1ee0bb8db40,fee70cede2b5b55bfbdb6e48fbe7ce4f,f50eaf02a8041510b64104998cc81d2f,f32bb347996c351bc3e9a91c58e8601d,5690b9b0380aa9508699e56cae5918b5,abe802007c9aed4eab2e758fb130174b,c2bfe541b7cff948fa3193e9ca0eddee,91e0db01b254eb78f6643328045bfeb9,1ce81dbba1292bf791e194b17aa2a219,03a43a7ea55217f53542ed3f029963af,b3c587501567db72e6e66c6930cf15ed,b3f53d4c67b234d27e21f5e56bfd39e8
32029.316042661667,11.887457847595215,49.0814208984375,310.38534593582153,21.788898468017578,3600,39.76396870613098,870.4859266281128,109.78366875648499,197.62504649162292,3600,3600,3600,697.9474456310272,3600,3600,3600,3600,920.5668632984161
39309.49111032486,15.319988250732422,75.54516220092773,155.83114767074585,34.194639682769775,3600,23.05711793899536,1110.8806154727936,3600,3600,3600,3600,1799.3900089263916,95.2724301815033,3600,3600,3600,3600,3600
41112.48986697197,15.109366416931152,75.55165719985962,155.19689917564392,34.4595832824707,3600,23.311408519744873,1113.2515952587128,3600,3600,3600,3600,3600,95.60935711860657,3600,3600,3600,3600,3600
28576.191226005554,40.73536491394043,6.7003185749053955,737.0216116905212,11.599815368652344,3600,29.711371898651123,505.4190831184387,89.81562304496765,166.34144735336304,3600,3600,1358.2678935527802,236.87535166740417,3600,193.70334482192993,3600,3600,3600
33061.52831482887,67.19840335845947,40.86274528503418,157.7631311416626,114.02620363235474,3600,53.931333780288696,103.4138674736023,3600,1586.4271638393402,3600,3600,1389.878610610962,382.50205183029175,3600,3600,3600,3600,365.52480387687683
34586.62548470497,15.609142780303955,10.230551481246948,219.65894961357117,30.15829038619995,3600,8.034540176391602,143.6313955783844,3600,1335.078446149826,3600,3600,362.81631898880005,61.40784955024719,3600,3600,3600,3600,3600
27908.503259897232,34.072898864746094,23.95524263381958,46.40457892417908,24.100509643554688,3600,47.25874638557434,104.59785771369934,3600,245.9660985469818,621.0593686103821,3600,367.81587982177734,129.6987235546112,3600,3600,3600,3600,1063.5733551979065
19600.282429933548,40.53074049949646,63.79175782203674,9.162709474563599,2.1724681854248047,76.81741857528687,10.219599962234497,232.36332416534424,20.362619400024414,253.21994471549988,348.98957896232605,1046.4694559574127,694.8832740783691,1121.2147269248962,3600,1280.0848112106323,3600,3600,3600
20699.005476236343,1.4074680805206299,27.02257466316223,15.651165246963501,13.391255617141724,45.13090467453003,21.43238615989685,146.1078176498413,419.78108644485474,37.141499519348145,1728.6142301559448,1613.5080859661102,740.0460269451141,34.55567193031311,3600,3600,3600,3600,1455.215303182602
25569.726219177246,25.058659553527832,5.9911582469940186,41.46491456031799,13.617815494537354,45.604668617248535,22.127575397491455,99.1918294429779,3600,594.7201864719391,450.5683581829071,1054.3636147975922,641.6512143611908,975.3662240505219,3600,3600,3600,3600,3600
14675.631361961365,5.574501037597656,18.14183783531189,30.30930805206299,28.763874292373657,20.323833465576172,67.03949189186096,377.972403049469,12.615236759185791,37.39070153236389,718.0313775539398,116.73954653739929,1475.0178043842316,80.73121643066406,3600,183.8669033050537,3600,3600,703.1133258342743
15506.859061717987,41.111695289611816,37.76235270500183,59.77058959007263,25.010236740112305,12.588517427444458,20.177749395370483,52.08931803703308,234.26528072357178,24.34234881401062,136.9412546157837,1633.7207744121552,461.7435269355774,170.4897117614746,3600,1081.7812452316284,3600,3600,715.0644600391388
17421.43164587021,10.088245630264282,41.98982214927673,136.85519528388977,34.16063976287842,37.99742770195007,41.72346472740173,482.73176074028015,97.82583689689636,23.047519207000732,411.03938245773315,145.08825039863586,3600,478.9171495437622,3600,196.8332073688507,3600,3600,883.1337440013885
22215.835159778595,4.525212287902832,26.929779529571533,25.978739976882935,13.398741960525513,45.02611041069031,5.298041343688965,79.1113531589508,973.6541874408722,149.85084128379822,34.37420153617859,1615.04887342453,793.1868567466736,449.45222067832947,3600,3600,3600,3600,3600
54504.994708538055,3600,3600,3600,289.83849263191223,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,56.43525266647339,158.7209632396698
18712.641008615494,85.13570809364319,19.52296018600464,70.14935374259949,18.98445153236389,44.89734220504761,34.57652688026428,309.0782313346863,368.96943521499634,16.793837070465088,318.2778220176697,436.5601522922516,1433.7906670570374,4.891630411148071,3600,3600,3600,3600,1151.0128905773163
42273.72579598427,3600,27.388490915298462,3600,16.46707582473755,5.188922643661499,3600,106.35659384727478,3600,3600,3600,425.6369745731354,902.9761130809784,1189.7116250991821,3600,3600,3600,3600,3600
19960.322265148163,30.279720306396484,30.062678337097168,51.5109167098999,9.238236427307129,46.71266484260559,55.08370900154114,280.04628324508667,1733.6149010658264,48.02537155151367,290.2990412712097,150.01856470108032,1414.3672437667847,87.71144771575928,3600,3600,3600,3600,1333.3514862060547
22545.115739822388,33.12561392784119,29.89725661277771,73.15021514892578,4.963659763336182,20.693799018859863,12.175614595413208,542.0445830821991,1421.4639704227448,76.2652497291565,179.09538960456848,358.78959918022156,1609.901469707489,183.54931902885437,3600,3600,3600,3600,3600
25930.17738866806,77.82269835472107,17.018649101257324,154.40815663337708,27.704540967941284,20.394737005233765,68.08401608467102,404.5662930011749,3600,3600,405.30705976486206,365.0482704639435,1574.5846998691559,500.1880261898041,3600,3600,3600,3600,715.0502412319183
21571.689568042755,21.435580015182495,34.600910663604736,67.158273935318,4.02827787399292,32.20837950706482,15.057777404785156,380.99833607673645,78.23173832893372,135.86965823173523,469.8177602291107,361.59982085227966,1600.2085087299347,370.47454619407654,3600,3600,3600,3600,3600
18952.21523332596,79.93708395957947,10.694814682006836,64.58672523498535,12.165627717971802,20.389473915100098,34.03429555892944,110.95446562767029,422.6919701099396,38.37469458580017,166.47239470481873,365.5859181880951,1578.9403192996979,435.3848741054535,3600,3600,3600,3600,1212.00257563591
24625.81020474434,25.897181272506714,72.9920380115509,61.87173891067505,0.8836352825164795,31.319729566574097,8.427013635635376,179.08835697174072,3600,947.6140716075897,63.253952980041504,824.871798992157,559.4322843551636,250.15840315818787,3600,3600,3600,3600,3600
18971.784070014954,12.5836341381073,31.07980179786682,24.192543506622314,31.48127317428589,48.121694564819336,123.62766408920288,58.06348395347595,823.7249159812927,413.6359853744507,55.99397563934326,174.56739735603333,1611.9778368473053,847.2468931674957,3600,315.4869704246521,3600,3600,3600
27482.901152849197,65.34688520431519,17.355062007904053,463.5119092464447,58.38381218910217,3600,153.37596082687378,128.32075881958008,617.0437641143799,1316.4999635219574,3600,3600,1462.3873136043549,169.70182299613953,3600,121.64494252204895,1309.3289577960968,3600,3600
21054.80188059807,41.94640111923218,18.407687187194824,15.861948490142822,2.002014636993408,29.979361534118652,51.588361978530884,142.02275276184082,340.6773955821991,91.8776183128357,114.93856692314148,1188.4613337516785,791.0908374786377,225.94760084152222,3600,3600,3600,3600,3600
24881.476558446884,263.25434255599976,21.548007249832153,15.207367420196533,96.69550561904907,49.11679291725159,47.013360261917114,367.96546745300293,65.59324717521667,3600,466.3605453968048,275.3484675884247,1513.96723818779,99.40621662139893,3600,3600,3600,3600,3600
24507.673206567764,46.93161964416504,1.557138442993164,186.99063205718994,7.7914512157440186,6.5590832233428955,2.8856899738311768,433.7196247577667,62.12656807899475,997.7678377628326,1261.7969102859497,433.4646785259247,1664.8468356132507,1401.2351369857788,3600,3600,3600,3600,3600
16352.494304418564,12.490185022354126,34.829172134399414,18.96011710166931,22.08801960945129,3.0107996463775635,11.481840133666992,83.3349974155426,247.6333599090576,5.399661779403687,1214.0478971004486,1300.6752729415894,326.0729711055756,486.6076059341431,3600.0,1438.0603983402252,3600.0,3600.0,347.8020062446594
