Score,4029fbae284eaf924b37b6f43d3a67fb,824c21545e228872744675ae4ee32976,dd169198070f9aa35015de65e8209a05,37d40a1092b58ad28285b9453872d211,965ca988015c9aee5a1a7b2136c1fe5d,af1e84bc2ab44d87d1c4c0cbf9e601c5,fd2af7622798171f23a4b8d2616df55e,72b5ad031bf852634bc081f9da9a5a60,41a8365f60db55b71d949df6954e0db7,c9af5b23c87350f5d817acc9ca7b69bb,b09585f2346c207e9e14a3daf0de46cf,ae9b7950ef1513068bb9339893ec8c50,246afd75cb97a21144f368c00252a656,11db226d109e82f93aaa3b2604173ff9,558ce551d2b933b7a5f1c7d2a6044930,a4b05fbc5be28207b704e1fae4b7c8a0,b2145c28dbed385329ea73a06d9c519a,c32f194ad850c944142c74514dfb3c5f,21bde0ebb111c637a1ae8789827b0b73,7aaf3275cbe217044ef305f0a1ca8eb5
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
4776.316630125046,98.63382029533386,123.73490142822266,4.865732192993164,80.04579639434814,4.918952226638794,68.14852356910706,203.7981255054474,0.9168941974639893,10.505927085876465,141.7629840373993,20.379940271377563,98.41295385360718,3.5375657081604004,117.88699841499329,3600,2.0616776943206787,142.0913951396942,19.563559532165527,28.447757482528687,6.603125095367432
69911.85007190704,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1511.8500719070435,3600,3600,3600,3600,3600,3600,3600,3600,3600
69680.56574058533,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1280.5657405853271,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
2312.000801563263,401.92842054367065,162.68280148506165,3.9789490699768066,91.92748713493347,12.209287166595459,30.37569522857666,428.32048511505127,3.237367630004883,425.07991766929626,56.22058463096619,13.681078433990479,40.398781299591064,1.5868003368377686,195.04674696922302,164.24160528182983,11.600736856460571,43.051640033721924,108.21298360824585,99.35435795783997,18.86507511138916
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
12654.4632999897,387.9035665988922,3600,7.010157346725464,152.4025559425354,48.90312647819519,226.39635586738586,1073.765830039978,4.581308603286743,602.9738676548004,207.02397537231445,45.71870827674866,133.46009016036987,4.173235654830933,603.0266349315643,3600,100.41161227226257,1651.7976295948029,72.38535404205322,102.88202857971191,29.647262573242188
68625.26123189926,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,225.26123189926147,3600,3600,3600,3600,3600,3600,3600,3600,3600
1893.2959368228912,128.0996367931366,214.6770739555359,6.573551416397095,30.607805967330933,10.220026969909668,40.93417453765869,70.77141833305359,0.8585357666015625,39.32680344581604,199.6263942718506,14.71569299697876,96.18180322647095,2.905287742614746,104.96235680580139,745.5294001102448,2.2718353271484375,129.9517161846161,8.141931056976318,37.318182706832886,9.62230920791626
2301.5032308101654,125.88922429084778,199.78742957115173,5.174012660980225,39.99617052078247,6.807129621505737,51.247812032699585,198.05725836753845,0.7927751541137695,34.092894315719604,41.629411935806274,25.137396574020386,85.8118462562561,3.3042654991149902,117.41126370429993,1134.3849630355835,2.2902674674987793,165.36322140693665,19.524986505508423,38.456032276153564,6.344869613647461
64872.00270700455,3600,3600,3600,3600,3600,3600,3600,1266.0670351982117,3600,3600,1282.899460554123,3600,1123.0362112522125,3600,3600,3600,3600,3600,3600,3600
5691.269052505493,423.17454981803894,378.25264525413513,9.620749235153198,86.05805492401123,24.195987701416016,27.894124031066895,92.41541600227356,0.3693685531616211,684.7842767238617,4.532660484313965,1.3870666027069092,78.52730703353882,1.899709939956665,79.53644323348999,3600,11.681065082550049,39.967615842819214,68.89868330955505,58.29589223861694,19.77743649482727
4579.286607027054,126.69922804832458,132.48308730125427,5.205954074859619,27.941596746444702,7.002994537353516,80.89283061027527,101.64881873130798,0.4602959156036377,35.58477997779846,101.30617189407349,16.54196286201477,62.225992918014526,3.5399816036224365,72.82231450080872,3600,2.761678695678711,155.21305871009827,9.504918098449707,32.12797546386719,5.3229663372039795
35830.949573516846,3600,3600,200.35895991325378,182.2197527885437,390.64667987823486,3600,860.1161689758301,16.95112371444702,3600,12.27759051322937,1.4761528968811035,3600,12.22942852973938,1130.3447840213776,3600,534.8475229740143,3600,3600,3600,89.48140931129456
789.7117381095886,181.57536935806274,119.88817238807678,8.805207252502441,11.490360021591187,6.7029290199279785,24.980928421020508,15.275728940963745,1.1076970100402832,8.940262079238892,24.491118907928467,7.875821590423584,47.9153790473938,3.580756425857544,18.84414029121399,256.5525453090668,3.7862915992736816,18.796987295150757,11.639074087142944,11.983314037322998,5.479655027389526
4580.1156594753265,111.74164271354675,233.3341987133026,4.959486484527588,67.05455350875854,4.648204326629639,49.26543164253235,100.75778841972351,0.4720432758331299,8.076735258102417,77.11916017532349,16.347399473190308,48.394028663635254,2.9581477642059326,47.05649375915527,3600,2.692592144012451,140.07592749595642,17.958224296569824,40.63922166824341,6.564379692077637
6691.618767023087,3600,298.0788938999176,33.298752546310425,404.0777938365936,113.70402312278748,10.595992803573608,219.91452264785767,2.1282310485839844,110.4564642906189,18.345048427581787,1.7344281673431396,591.8921465873718,3.166330337524414,260.91943359375,261.10506105422974,51.32052779197693,70.66200947761536,332.7092447280884,178.77117276191711,128.73868989944458
25891.356165409088,3600,786.0411024093628,4.543061971664429,1444.8025271892548,313.108056306839,55.923298358917236,3600,20.746094465255737,3600,22.604480504989624,2.600940465927124,34.272865533828735,2.9106485843658447,3600,154.9992995262146,90.53222680091858,641.6448721885681,3600,3600,716.6266911029816
4308.9160532951355,276.37304043769836,114.5639579296112,7.134522914886475,15.829632759094238,13.543906688690186,32.46498775482178,17.71289372444153,0.3934311866760254,7.197521209716797,21.432910203933716,7.964958667755127,70.66476202011108,4.0213024616241455,25.309813976287842,3600,2.033313512802124,21.314102172851562,22.111001014709473,43.31480121612549,5.53519344329834
821.9560723304749,232.37510871887207,139.79207229614258,7.891134023666382,10.7847421169281,7.19757604598999,36.22289156913757,14.800595760345459,0.5216586589813232,11.161821126937866,19.972167491912842,9.859267473220825,71.75752258300781,4.0775146484375,21.402450561523438,155.54509234428406,2.580451488494873,13.276682138442993,11.668277025222778,47.59562611579895,3.4734201431274414
461.50390815734863,121.08815884590149,48.995606660842896,6.7431957721710205,10.123331308364868,5.683600425720215,17.01114320755005,15.071026086807251,0.41350293159484863,9.513083934783936,19.490272521972656,4.334826231002808,51.292343854904175,1.7841236591339111,16.728720903396606,64.76840043067932,3.3961544036865234,15.594211101531982,11.431849241256714,33.840229988098145,4.200126647949219
20858.385170459747,3600,232.0863378047943,10.722042322158813,1206.6049828529358,166.11998748779297,87.56066060066223,1359.1837847232819,9.812413930892944,1350.063982963562,17.637506008148193,2.331714630126953,65.05000925064087,2.62060284614563,3600,3600,48.64742159843445,150.52717924118042,3600,1700.2551860809326,49.16135811805725
60183.79595565796,3600,3600,3600,3600,600.917464017868,3600,3600,1595.6326568126678,3600,3600,1405.4513981342316,3600,1242.5151348114014,3600,3600,3600,3600,3600,3600,1339.2793018817902
65310.222982406616,3600,3600,3600,3600,3600,3600,3600,1382.9528846740723,3600,3600,1524.9773969650269,3600,1202.292700767517,3600,3600,3600,3600,3600,3600,3600
70180.50709676743,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1780.5070967674255,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
72000,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
697.0599975585938,183.8706157207489,59.4102418422699,6.256890296936035,14.247823238372803,4.337273836135864,30.048537015914917,27.646986722946167,0.7777187824249268,9.01354694366455,16.89033341407776,7.089452505111694,63.907050371170044,2.337735652923584,10.486495733261108,207.13951110839844,2.516775131225586,11.235016107559204,14.719644784927368,20.56927466392517,4.5590736865997314
518.4816470146179,118.49498915672302,56.80130124092102,7.3856892585754395,11.456530809402466,11.206671714782715,16.576013326644897,16.58180832862854,0.7346875667572021,8.229938507080078,16.712249040603638,9.559861183166504,44.5440890789032,2.267638921737671,14.308257102966309,115.47622323036194,2.4269192218780518,21.438304662704468,9.194697618484497,32.301536083221436,2.784240961074829
65413.37072014809,3600,3600,3600,3600,3600,3600,3600,272.5507113933563,3600,3600,340.8200087547302,3600,3600,3600,3600,3600,3600,3600,3600,3600
989.504138469696,102.07529735565186,59.505817890167236,10.890256881713867,111.4589273929596,16.05045771598816,22.79363203048706,253.97368216514587,4.974285364151001,10.922348260879517,3.378345012664795,1.911179542541504,73.8926031589508,2.4399070739746094,103.5973732471466,109.89145183563232,11.155494213104248,18.090450763702393,26.8375985622406,31.492067575454712,14.172962427139282
69622.91882777214,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,1222.9188277721405,3600,3600,3600,3600,3600,3600,3600
989.0627698898315,102.11803531646729,59.642438888549805,10.848876237869263,111.63560080528259,16.192956924438477,22.775532722473145,253.63590788841248,4.984724044799805,10.97083306312561,3.373739719390869,1.908778190612793,74.13812160491943,2.4470643997192383,102.76053071022034,109.67678737640381,11.138347625732422,18.079975605010986,26.854968547821045,31.707096099853516,14.172454118728638
610.0591881275177,185.6695203781128,50.5333046913147,7.170337438583374,18.760871410369873,6.893833875656128,21.745301008224487,23.64333200454712,0.6212770938873291,9.718495607376099,22.771751165390015,9.478759288787842,50.72701072692871,3.753648281097412,14.874565124511719,121.2358558177948,2.685209035873413,12.824158668518066,18.087045431137085,23.432709217071533,5.432201862335205
582.8620281219482,188.89738392829895,57.22865009307861,7.98449182510376,16.120421171188354,7.63846492767334,23.897583961486816,12.609775066375732,0.6633245944976807,12.113764762878418,23.21802306175232,9.249101638793945,45.69591045379639,2.787815570831299,18.72175645828247,95.7930760383606,2.7135212421417236,13.751253366470337,18.222694158554077,20.403873443603516,5.151142358779907
581.2571396827698,188.38388013839722,57.10940432548523,7.9851813316345215,15.283517837524414,7.6071577072143555,23.924057006835938,12.57063341140747,0.6648445129394531,12.088185548782349,23.260329723358154,9.290535926818848,45.70051980018616,2.783437490463257,18.699036598205566,95.73961925506592,2.708279848098755,13.68880319595337,18.09462285041809,20.5170476436615,5.158045530319214
831.6486253738403,292.4680607318878,62.24743056297302,6.284032344818115,17.66714072227478,5.077099084854126,20.016779899597168,31.270070791244507,0.5748114585876465,6.397038698196411,21.52487301826477,9.577608108520508,65.66880226135254,2.4002022743225098,15.847647190093994,221.90968108177185,2.5489237308502197,16.478184938430786,14.201925039291382,16.019822597503662,3.4684908390045166
831.9960539340973,291.7662544250488,61.97254824638367,6.274138450622559,17.47992467880249,5.089439868927002,20.306739807128906,31.40025520324707,0.577735424041748,6.414810657501221,21.430275201797485,9.5775887966156,65.74705696105957,2.4051320552825928,15.772504806518555,222.29592967033386,2.547353506088257,16.533414602279663,14.18022894859314,16.76673913002014,3.4579834938049316
62956.2415394783,3600,3600,3600,3600,3600,3600,3600,759.5393624305725,3600,3600,462.5892810821533,3600,534.1128959655762,3600,3600,3600,3600,3600,3600,3600
583.3661396503448,148.54787588119507,52.12166166305542,4.171487808227539,12.146324396133423,3.7844643592834473,34.83466839790344,27.865625858306885,0.34160637855529785,6.011269569396973,27.475508451461792,9.446338891983032,63.32855582237244,1.8133337497711182,20.79214072227478,97.15589690208435,2.929365634918213,18.86461853981018,26.532652616500854,21.45909357070923,3.743650436401367
