Score,303480ca7e8322d771c94caf4ebd4e95,6f7a0e1cf94b6b26eafc08a827a692ce,c5ae0ec49de0959cd14431ce851c14f8,170b13af977e962321c493544b2bd0a9,0336f81b60baac5b8f481dd3c32861a5,adf6dacdd64c93f9de1aa0eadf427faa,37ca184832fc6fa43a22ae900f1756a2,e2deb375e56da2360ecd08fc1179fb7d,73063c6257a4ffc29f5bea7028403a64,556cf803f9de4b2ec688825b5ff7e325,385e2c7010a419a9bd47b9258c9d2903,4fdcf4248a332c1c9a89d37439c879a9,6e5efd19744842d1fa5415173bffbf6b,71ec94c233016219e12d671594dc88e5,0fa8623240b5c14c1308f863a6dc88ab,828e1066a477e98e8d834528df3fc874,5f6861053fb4ed4fc0b997cd6b505ef4,e6d247292b525447a220323901842e4c,fa50d69adc71fe4daf7f9088cd02864a,4d2f74ef97b6d40ebd71f85dcb75c543,c69c5163c9087ffe770743bd4cdafcc9,835ac60ca83af6f334b64b61c4ad345b,1a20649a8c79d6675d934cec271d573f,b68ae7866df5e852c3acb97a46da2faf,ff5170c690129f8c94658e82b6aab05c,7ac7fabd8c078aea420087a0c80e5563,07b476c83150d3cb7e08f5d045e255ab,670a24d73dbadd3073e9604c6ef903d1,396fd56f3fd7b85afbba4254ea6e746c,36dbc206c7d9773bebb03f752070cee9,1153a473e1d5dd21ccd33189d594a4aa,9e6c2e7b0d6f58e449716deb9305525a
60269.10579109192,19.46970772743225,35.20979714393616,420.99748492240906,27.887823820114136,229.5448772907257,3600,276.0002906322479,145.8225429058075,166.27310848236084,3600,3600,5.025733947753906,3600,357.45740389823914,3600,20.31573247909546,3600,32.070632457733154,3600,3600,3600,3600,3600,45.29524302482605,3600,202.91218447685242,3600,3600,155.0265097618103,3600,3600,529.796718120575
76029.73623681068,1.8695769309997559,3600,3600,5.718123197555542,3600,8.516724109649658,9.923747301101685,21.227882623672485,3600,3600,3600,3600,3600,101.55023097991943,3600,3600,3600,3600,3600,3600,3600,3600,3600,22.908687591552734,3600,12.113539457321167,3600,3600,28.18195939064026,4.0478315353393555,3600,213.67793369293213
77341.41200971603,6.322676658630371,52.54862427711487,1276.4488580226898,1538.1380152702332,775.8315989971161,3600,441.23169207572937,149.7954981327057,115.34967827796936,3600,3600,3600,3600,138.1855013370514,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,223.74570512771606,3600,3600,192.88327503204346,3600,3600,430.9308865070343
95055.53324699402,29.603912115097046,104.74527549743652,430.4804494380951,3600,176.87488794326782,70.65925455093384,3600,3600,643.1694674491882,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
100729.9533290863,3600,20.962583303451538,1269.9687395095825,3600,7.260042190551758,3600,3600,938.0271298885345,1293.7348341941833,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
78218.53828310966,4.9528069496154785,71.27986335754395,3600,27.246566772460938,671.7650170326233,3600,282.71619153022766,206.53332924842834,207.6267421245575,3600,3600,3600,3600,169.54275679588318,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,337.41044902801514,3600,3600,228.65778160095215,3600,3600,410.8067786693573
95069.0939104557,29.605884313583374,104.87785243988037,432.4801983833313,3600,176.71771883964539,70.42354893684387,3600,3600,654.9887075424194,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
78085.33775353432,3.218197822570801,58.205230712890625,169.8506362438202,8.779260158538818,95.72604537010193,94.77525281906128,3600,302.5607719421387,306.124121427536,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,164.59898281097412,3600,699.7392206192017,3600,3600,581.7600336074829,3600,3600,3600
70965.82143735886,16.455231428146362,50.182537317276,739.0825092792511,61.3331241607666,128.88507103919983,43.17726469039917,107.92962217330933,131.16819167137146,375.10321021080017,3600,3600,3600,3600,271.5914444923401,3600,3600,3600,3600,3600,3600,3600,3600,3600,169.7780454158783,3600,202.3829095363617,3600,3600,268.7522759437561,3600,3600,3600
104266.16118216515,3600,95.14533686637878,266.84758973121643,3600,3600,3600,3600,1789.7848572731018,1314.3833982944489,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
56844.55221629143,18.846341609954834,68.88445043563843,433.11269974708557,50.97205305099487,106.37275052070618,115.814932346344,149.64288806915283,148.97014451026917,31.562080144882202,3600,3600,5.888040542602539,3600,407.78422570228577,3600,60.951212644577026,3600,65.25625896453857,3600,3600,3600,3600,3600,52.803382873535156,3600,166.47208309173584,3600,3600,295.45130133628845,3600,3600,665.7673707008362
92642.8080534935,3600,50.64463686943054,3600,3600,3600,3600,3600,261.607177734375,3600,3600,3600,92.53596496582031,3600,243.67220878601074,3600,1724.6932547092438,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,253.08558201789856,16.569228410720825,3600,3600
94387.9312620163,3600,141.19176197052002,9.225917339324951,3600,3600,3600,3600,166.24333357810974,3600,3600,3600,125.08069825172424,3600,322.15905714035034,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,24.03049373626709,3600,3600
57063.94912099838,14.261260032653809,35.85878038406372,368.9785349369049,62.02125287055969,187.74835681915283,43.29255676269531,84.52145862579346,114.2761800289154,69.5755078792572,3600,3600,2.6742100715637207,3600,225.70489478111267,3600,19.132215976715088,3600,36.69038724899292,3600,3600,3600,3600,3600,171.44674038887024,3600,99.91065907478333,3600,3600,181.839182138443,3600,3600,1346.0169429779053
90792.8002307415,3600,105.79159998893738,1139.3993644714355,3600,3600,3600,3600,250.26759028434753,3600,3600,3600,122.12511944770813,3600,3600,3600,1070.418818473816,3600,1455.703769683838,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,232.13786816596985,16.95610022544861,3600,3600
61438.06520700455,8.642181396484375,59.16961407661438,1159.3380362987518,14.345510244369507,3600,22.91945171356201,82.64743375778198,96.46463513374329,61.330387115478516,3600,3600,3.3308372497558594,3600,287.20618200302124,3600,18.307302713394165,3600,37.50473237037659,3600,3600,3600,3600,3600,95.40406632423401,3600,90.70138907432556,3600,3600,146.73846769332886,3600,3600,1654.014979839325
67847.66820979118,9.907762289047241,48.95745897293091,1624.552047252655,32.92897582054138,691.1205685138702,48.46090340614319,62.611555337905884,112.27444362640381,167.12981033325195,3600,3600,1528.404322385788,3600,258.9213836193085,3600,3600,3600,3600,3600,3600,3600,3600,3600,126.31372594833374,3600,83.05445170402527,3600,3600,128.4937686920166,3600,3600,1724.5370318889618
99015.11554837227,16.88882803916931,44.05957865715027,933.4694275856018,3600,196.98849153518677,3600,3600,3600,623.7092225551605,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
70607.07262802124,10.7614266872406,39.7191743850708,3600,62.920249462127686,131.50159287452698,86.39482998847961,106.99347448348999,122.10156846046448,267.8983781337738,3600,3600,3600,3600,371.3352167606354,3600,3600,3600,3600,3600,3600,3600,3600,3600,134.85850524902344,3600,118.73448133468628,3600,3600,171.16890025138855,3600,3600,582.6848299503326
59003.303851127625,15.167909145355225,70.35111427307129,206.7079975605011,68.76331448554993,1566.6858389377594,141.8396339416504,142.89850068092346,264.5667612552643,364.7619597911835,3600,3600,5.416927814483643,3600,513.5140888690948,3600,29.083423137664795,3600,91.9856390953064,3600,3600,3600,3600,3600,65.99164271354675,3600,240.39673137664795,3600,3600,187.76714730262756,3600,3600,1027.405220746994
57514.01467514038,20.802703380584717,50.608070373535156,728.3256189823151,200.67792963981628,113.4900689125061,88.07664227485657,174.64289808273315,220.67632460594177,78.03840708732605,3600,3600,3.4041993618011475,3600,328.88341760635376,3600,36.909730195999146,3600,39.00741267204285,3600,3600,3600,3600,3600,53.828803300857544,3600,183.96527194976807,3600,3600,228.39381313323975,3600,3600,964.2833635807037
88220.73013973236,3600,91.32602310180664,611.964516878128,3600,21.978112936019897,3600,3600,633.6611564159393,301.9563376903534,3600,3600,4.07857871055603,3600,3600,3600,64.37790250778198,3600,91.38751149177551,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
60551.09985280037,70.23437094688416,9.395654678344727,3600,79.72973966598511,76.77225136756897,42.209739208221436,131.44909381866455,100.17420387268066,118.74311208724976,3600,3600,4.959954261779785,3600,201.05866932868958,3600,71.70885300636292,3600,117.62082052230835,3600,3600,3600,3600,3600,206.1552722454071,3600,191.1073718070984,3600,3600,399.1406960487366,3600,3600,1130.6400499343872
103686.39392328262,1355.9137697219849,278.50389671325684,3600,3600,3600,3600,3600,3600,1245.1662113666534,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,6.810045480728149,3600,3600
69704.55532121658,21.88722801208496,95.39123916625977,3600,48.6982102394104,3600,343.46436977386475,3600,366.5551962852478,505.19216537475586,3600,3600,22.07862091064453,3600,435.47103238105774,3600,331.38542318344116,3600,485.0915505886078,3600,3600,3600,3600,3600,49.57737183570862,3600,232.2389190196991,3600,3600,178.18354725837708,3600,3600,1789.3404471874237
99060.90016651154,644.3192985057831,131.62641048431396,3600,3600,3600,3600,3600,3600,3600,3600,3600,28.065838098526,3600,3600,3600,248.8512945175171,3600,808.0373249053955,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
79497.4229786396,1.701603889465332,3600,3600,3.3702831268310547,3600,5.329386472702026,13.294511079788208,33.134512424468994,3600,3600,3600,3600,3600,62.453996896743774,3600,3600,3600,3600,3600,3600,3600,3600,3600,8.249573945999146,3600,18.367258548736572,3600,3600,50.61429214477539,3600,3600,100.90756011009216
56319.497700452805,12.8788161277771,57.32454442977905,162.48427820205688,27.88518738746643,41.53576159477234,107.3657968044281,120.47688317298889,145.48967576026917,360.81349778175354,3600,3600,2.39762282371521,3600,230.024254322052,3600,10.522844314575195,3600,37.68606090545654,3600,3600,3600,3600,3600,25.558175325393677,3600,134.50473046302795,3600,3600,151.22441148757935,3600,3600,691.3251595497131
108108.10178494453,3600,104.29061627388,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3.811168670654297,3600,3600
58894.8115465641,9.840097904205322,62.79535150527954,1604.482619524002,602.9048652648926,47.15005564689636,82.07685995101929,111.87655305862427,140.39436721801758,201.9912223815918,3600,3600,2.3211469650268555,3600,342.9075963497162,3600,10.290842533111572,3600,32.92335081100464,3600,3600,3600,3600,3600,632.6308424472809,3600,166.51074934005737,3600,3600,113.17713618278503,3600,3600,730.5378894805908
56897.09389257431,17.323698043823242,73.54329180717468,771.5802552700043,39.407512187957764,57.85654163360596,119.3483715057373,82.03253650665283,148.7445511817932,97.35123443603516,3600,3600,3.1612961292266846,3600,425.5824031829834,3600,17.580182552337646,3600,25.103779315948486,3600,3600,3600,3600,3600,189.10319805145264,3600,179.67129349708557,3600,3600,150.75523591041565,3600,3600,498.9485113620758
55921.765248298645,6.989302635192871,21.818046808242798,267.9764184951782,13.68165373802185,77.11452174186707,14.75681471824646,170.00086069107056,141.64390397071838,144.22610211372375,3600,3600,3.962768316268921,3600,353.88311409950256,3600,23.152933597564697,3600,36.73357009887695,3600,3600,3600,3600,3600,72.70830345153809,3600,101.953200340271,3600,3600,157.04452419281006,3600,3600,314.1192092895508
57913.731837034225,9.818800210952759,86.51592564582825,700.2673225402832,12.986654043197632,656.7233538627625,19.995986700057983,102.82441186904907,162.15383648872375,591.3737812042236,3600,3600,4.843897104263306,3600,305.3666443824768,3600,12.480808734893799,3600,47.73331904411316,3600,3600,3600,3600,3600,293.0292315483093,3600,113.29558277130127,3600,3600,315.6258773803711,3600,3600,478.69640350341797
56456.056269168854,33.139750719070435,22.75314688682556,108.32918071746826,98.39142274856567,120.48535633087158,48.85742402076721,198.8389151096344,104.8037941455841,37.46858191490173,3600,3600,3.946362257003784,3600,269.0632984638214,3600,15.066141366958618,3600,52.257068157196045,3600,3600,3600,3600,3600,422.3122453689575,3600,216.32792615890503,3600,3600,177.42080664634705,3600,3600,526.5948481559753
59204.207711696625,4.350349187850952,51.10086369514465,175.04907894134521,28.327774047851562,3600,114.67282819747925,69.26614761352539,131.16751742362976,76.50659370422363,3600,3600,3.451158046722412,3600,133.08220505714417,3600,20.360970497131348,3600,42.506569623947144,3600,3600,3600,3600,3600,49.18346548080444,3600,86.72230839729309,3600,3600,178.4569571018219,3600,3600,440.00292468070984
67104.82854151726,7.994641304016113,25.2577805519104,142.8218309879303,30.904362678527832,195.02601432800293,308.90537548065186,79.06095790863037,126.63037633895874,154.79535031318665,3600,3600,3600,3600,177.3408260345459,3600,3600,3600,3600,3600,3600,3600,3600,3600,26.314034700393677,3600,113.13307785987854,3600,3600,100.40219616889954,3600,3600,816.2417168617249
91698.93284869194,3600,41.9836049079895,57.50125002861023,3600,3600,3600,3600,317.6075689792633,1202.6242492198944,3600,3600,3.357780694961548,3600,3600,3600,21.000712633132935,3600,54.85768222808838,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
56765.92310619354,9.69317889213562,39.29292869567871,319.8517220020294,24.486369848251343,190.70227599143982,47.439568281173706,67.19933652877808,75.23433327674866,80.91078400611877,3600,3600,1.9376146793365479,3600,197.5599639415741,3600,18.79382014274597,3600,20.134662628173828,3600,3600,3600,3600,3600,16.592642068862915,3600,101.9469108581543,3600,3600,87.62118268013,3600,3600,1466.5258116722107
63840.76385617256,10.747321367263794,30.09839963912964,1263.0736525058746,36.7894241809845,3600,11.842167139053345,91.03156971931458,291.3157455921173,185.85102581977844,3600,3600,1.9996006488800049,3600,207.98641991615295,3600,16.056012630462646,3600,37.925370931625366,3600,3600,3600,3600,3600,207.4376504421234,3600,135.22290110588074,3600,3600,113.38659453392029,3600,3600,3600
105864.11527705193,3600,107.85194492340088,3600,3600,3600,3600,3600,156.32896947860718,3600,3600,3600,3600,3600,1199.9343626499176,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
58041.76789879799,7.493383169174194,52.54732370376587,614.435423374176,22.699167490005493,559.9752819538116,30.60959529876709,92.56066250801086,122.29743838310242,152.08321905136108,3600.0,3600.0,2.923239231109619,3600.0,229.3186366558075,3600.0,14.086066246032717,3600.0,19.37632155418396,3600.0,3600.0,3600.0,3600.0,3600.0,153.78129029273987,3600.0,120.44955015182497,3600.0,3600.0,168.78384637832642,3600.0,3600.0,1678.3474533557892
