Score,2b043efb4bde6d83f7c95a8e8e2d7bf8,7cbc3ce2052ba7c5b501f75af58ab3c4,5ee7de2bd112aa39485e79c9d487bf8f,2fcd8533eba981967292f1b6e41f7433,08ccc34df5d8eb9e9d45278af3dc093d,3129198788f182ce6955b18aa3c7e61e,9276ce38c625b2d00de247f8588f1542,79b9e24dd9af185dbec18c9b0a32b1e2,f86dad4ba35369eb720a0c9ddc45037a,00f4aca773e5675f35263dcd46b15bde,9f3ef12b5b68f92eb9265721ea73bb03,25b7a69d04a5029cf4ba2f483b5bec45,30e680ded3b9be6be0b5baac273f2646,7f2b4b2bde9b866b93fbfe01341213da,075ca0a158690a55b7254d9aaee2e103,cfc53adcc8ed18ca161bb6f8bc02b237,4989239fbeb6eb40fc0b664d9ba92636,9a413c250f82a93d513d4092ba654ee2,8fcc57f6c75cb2ac48d19e3038ad3c6c,96ae6bde39369f75aa975b0f5b74c325,1b02025658c2a23e1fd3ce0a9c3633cb,305ad7d773d6c72be9b1efbf7bf482e0,558113ad4d50130351db8c426230a50f,711ff7681711949f44b07a0d530dc729,cd33a862b81ba7b887845d3510c41c62,a8dc92a9c0434576b47c82c94ab5c446,3f341c57c37d86350af5233b8e15e52e,78d23f235b63b1b7f08eb1b6cfb03f34,df237594dc22b8f7cad2c4b38a23e40c,9fe43145e48a0ef0096bb72531f1a0e3,20be6aa61af15fd53b4c48eb3f2f3319,caead0e04b6de4365822b25dfd55967f
39770.346829652786,0.009185314178466797,0.00814366340637207,0.009662628173828125,0.0074367523193359375,0.0068950653076171875,0.009301424026489258,3600,550.6396105289459,2.339965581893921,3600,321.26725029945374,145.57556533813477,166.50402426719666,165.91545033454895,164.45987915992737,165.33526968955994,166.59787034988403,166.75051999092102,165.18537402153015,14.626663208007812,392.78640699386597,392.69082164764404,395.5659193992615,394.0556139945984,3600,3600,3600,3600,3600,3600,3600,3600
108412.58689928055,3600,3600,3600,3600,3600,3600,75.41259217262268,3600,337.1743071079254,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
93600.04925751686,0.008448123931884766,0.00836801528930664,0.008942365646362305,0.0075168609619140625,0.0071718692779541016,0.008810281753540039,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
30694.030940294266,0.8692746162414551,24.375664949417114,1.1804873943328857,22.51206612586975,13.661969184875488,26.386866569519043,81.48236560821533,249.6206135749817,6.8898022174835205,15.414750576019287,461.2675244808197,167.14740705490112,228.56181597709656,222.01653361320496,211.2555868625641,244.9303333759308,226.30717015266418,216.7328746318817,220.8598132133484,143.04253029823303,242.97162890434265,522.2004561424255,541.1971516609192,617.1033372879028,3600,786.0429158210754,3600,3600,3600,3600,3600,3600
35710.7993721962,4.89633846282959,5.6316962242126465,6.119152307510376,4.238909006118774,1.912832260131836,6.650386571884155,10.53213095664978,57.3519651889801,2.3358185291290283,3600,327.75951743125916,145.05220484733582,167.78118872642517,165.94682550430298,163.72787880897522,167.21772146224976,166.20240116119385,166.06388664245605,163.09860277175903,14.45556092262268,390.0730435848236,389.4778299331665,395.5520441532135,388.7214367389679,3600,3600,3600,3600,3600,3600,3600,3600
31224.61607146263,90.09269976615906,98.33428263664246,1.6713135242462158,1.5890142917633057,0.7614176273345947,22.741663694381714,38.31983971595764,460.97303915023804,94.41213011741638,161.42551708221436,472.84098267555237,246.86406826972961,275.05723547935486,228.9248707294464,218.61660647392273,226.79346013069153,261.7875328063965,227.29958391189575,261.232958316803,40.857433557510376,385.84003257751465,538.1097013950348,561.9645221233368,616.6098525524139,3600,491.4963128566742,3600,3600,3600,3600,3600,3600
36937.735436201096,1210.545970916748,355.04607915878296,1.8322420120239258,1.4889373779296875,0.7534968852996826,1133.2200906276703,3600,180.43836617469788,3600,147.1269600391388,292.19942712783813,410.90998792648315,215.90834760665894,216.64480113983154,217.04896712303162,214.36364459991455,220.2402081489563,228.29294276237488,210.3979594707489,112.52486205101013,43.54425120353699,509.2791886329651,519.3896524906158,477.4358949661255,584.6523971557617,634.450760602951,3600,3600,3600,3600,3600,3600
56336.44648528099,3600,3600,3600,3600,3600,61.53280997276306,3600,1383.3178086280823,3600,35.25263857841492,110.31794118881226,384.262704372406,213.0517406463623,226.30668425559998,223.00587463378906,234.13755297660828,233.7380051612854,224.8495786190033,210.9469349384308,64.3189332485199,36.33404207229614,572.5405225753784,495.0060656070709,536.7029824256897,3600,690.8236653804779,3600,3600,3600,3600,3600,3600
30282.376884937286,91.37208557128906,22.745471000671387,24.69841241836548,19.410062074661255,0.42517685890197754,1.7651195526123047,94.14195919036865,120.17348551750183,35.09758281707764,72.73410058021545,103.85213661193848,187.8774769306183,258.42498445510864,223.84204959869385,250.1807885169983,215.2138135433197,222.08112335205078,218.60445880889893,229.2682774066925,74.96677255630493,201.61015820503235,539.6509892940521,578.8729145526886,543.3364295959473,3600,752.0310559272766,3600,3600,3600,3600,3600,3600
30018.13333463669,0.8671281337738037,23.412842512130737,1.1745221614837646,22.556344270706177,11.305048942565918,25.062533140182495,22.30747938156128,8.427878856658936,5.5298991203308105,23.561638593673706,323.85928082466125,223.07660460472107,214.57959485054016,231.0741422176361,234.2822461128235,265.64649271965027,224.04303216934204,216.33737087249756,239.9131109714508,80.88420629501343,324.1685531139374,482.69113779067993,503.13955330848694,549.6298871040344,3600,560.6028065681458,3600,3600,3600,3600,3600,3600
31196.31755232811,1.015415906906128,11.816319227218628,13.094003677368164,0.9292371273040771,79.7092034816742,1.417290449142456,3600,15.934623956680298,7.988096237182617,11.944767236709595,229.48309135437012,47.82388520240784,169.26095581054688,172.94181752204895,193.46329498291016,173.57775449752808,202.5222761631012,201.95795273780823,171.45282411575317,86.12989854812622,445.52590227127075,478.430819272995,390.6813268661499,398.3389639854431,1451.6090292930603,1039.2688024044037,3600,3600,3600,3600,3600,3600
33443.35588288307,1.4652211666107178,3.139232873916626,68.3370852470398,1.0633821487426758,0.8316841125488281,3.5569324493408203,3600,62.91303491592407,12.413819789886475,4.270117998123169,220.8148913383484,128.42155933380127,182.98123264312744,205.50750374794006,191.86665105819702,439.0417335033417,175.9849157333374,179.08764481544495,189.87937140464783,22.750980138778687,362.52704405784607,494.84916472435,381.04466104507446,387.7524833679199,3600,922.8555352687836,3600,3600,3600,3600,3600,3600
34172.30291724205,0.00829005241394043,0.008830547332763672,0.008277177810668945,0.007696866989135742,0.0075588226318359375,0.008960485458374023,3600,139.04214429855347,33.356133222579956,277.81343269348145,251.27587819099426,129.69074153900146,207.71167469024658,203.89940738677979,220.2340795993805,209.58244514465332,202.75192618370056,216.30464601516724,267.39543437957764,397.37096071243286,263.5371444225311,473.0920569896698,483.0093560218811,520.0506837368011,3600,876.1351580619812,3600,3600,3600,3600,3600,3600
27065.52916955948,0.008067846298217773,0.009253978729248047,0.008551359176635742,0.007302999496459961,0.0065119266510009766,0.008596658706665039,3.554504632949829,51.35732126235962,1.8375391960144043,303.18461084365845,150.9683699607849,172.27034378051758,174.81673908233643,172.64049458503723,178.71040511131287,180.34977960586548,178.08761167526245,174.61317777633667,172.23516035079956,70.203542470932,220.416095495224,438.6531341075897,442.0055775642395,444.9270393848419,1308.0373191833496,626.6121187210083,3600,3600,3600,3600,3600,3600
29371.957127332687,0.008293867111206055,0.009022951126098633,0.009538412094116211,0.0077092647552490234,0.0068378448486328125,0.008172750473022461,92.12213063240051,48.36935806274414,7.250931978225708,99.50352048873901,40.35899519920349,345.45194840431213,172.60386610031128,187.14102625846863,179.89651584625244,186.30911135673523,184.92831468582153,188.80004262924194,176.21643590927124,399.6030972003937,158.18966460227966,427.4262218475342,444.01261615753174,427.0602879524231,3600,406.6634669303894,3600,3600,3600,3600,3600,3600
30075.091828107834,2.069183826446533,296.2278847694397,2.4887733459472656,1.7850821018218994,0.8614461421966553,3.0042388439178467,318.6593737602234,28.652172565460205,4.459228038787842,69.0539767742157,198.564701795578,360.7001738548279,175.5863654613495,183.38591933250427,178.06538653373718,179.83595180511475,188.4239330291748,178.85877633094788,182.35598254203796,325.3338098526001,355.97739911079407,434.0433599948883,431.428426027298,396.903804063797,3600,378.3664782047272,3600,3600,3600,3600,3600,3600
28333.497375249863,0.2113776206970214,0.17669677734375,0.2469680309295654,0.2702162265777588,0.2691869735717773,0.2395553588867187,18.831323385238647,60.57722043991089,7.837416172027588,334.523161649704,337.1096622943878,352.64466524124146,219.7561230659485,226.027241230011,191.36366868019104,195.37493538856504,227.22457695007324,186.09794735908508,181.61422562599185,248.4301083087921,345.2705137729645,499.6855320930481,444.72742891311646,454.82701683044434,1774.000910282135,426.1596965789795,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
