f86dad4ba35369eb720a0c9ddc45037a,79b9e24dd9af185dbec18c9b0a32b1e2,9a413c250f82a93d513d4092ba654ee2,30e680ded3b9be6be0b5baac273f2646,cfc53adcc8ed18ca161bb6f8bc02b237,075ca0a158690a55b7254d9aaee2e103,8fcc57f6c75cb2ac48d19e3038ad3c6c,00f4aca773e5675f35263dcd46b15bde,9f3ef12b5b68f92eb9265721ea73bb03,25b7a69d04a5029cf4ba2f483b5bec45,1b02025658c2a23e1fd3ce0a9c3633cb,a8dc92a9c0434576b47c82c94ab5c446,3f341c57c37d86350af5233b8e15e52e,711ff7681711949f44b07a0d530dc729,305ad7d773d6c72be9b1efbf7bf482e0,558113ad4d50130351db8c426230a50f
SAT,SAT,UNSAT,UNSAT,UNSAT,UNSAT,UNSAT,SAT,SAT,SAT,SAT,UNSAT,TO,UNSAT,UNSAT,UNSAT
